Gene,func,WG_Mut_BF,WG_WT_BF,group,pool_group
MICB,Other,-7.538,-9.443,Normal,none
MICU1,Other,-9.811,-5.997,Normal,none
MICU2,Other,-2.879,-3.676,Normal,none
MICU3,Other,-3.238,-3.6425,Normal,none
MID1,Other,-7.095,-9.3335,Normal,none
MID1IP1,Other,-5.634,-7.504,Normal,none
MID2,Other,-7.382,-7.538,Normal,none
MIDN,Other,-10.983,-7.787,Normal,none
MIEF1,Other,-11.249,-1.864,Enriched,both
MIEF2,Other,-9.602,-9.8365,Normal,none
MIEN1,Other,-3.409,-7.6705,Normal,none
MIER1,Other,-7.513,-6.607,Normal,none
MIER2,Other,-0.822,-1.1215,Normal,none
MIER3,Other,-11.831,-7.549,Normal,none
MIF,Other,-8.465,-7.733,Normal,none
MIF4GD,Other,0.538,0.5965,Normal,none
MIGA1,Other,-11.359,-8.22,Normal,none
MIGA2,Other,-1.677,-2.288,Normal,none
MIIP,Other,-4.32,3.501,Enriched,both
MILR1,Other,-10.522,-9.9225,Normal,none
MINDY1,Other,-3.994,-9.6555,Normal,none
MINDY2,Other,-9.747,-8.3465,Normal,none
MINDY3,Other,-7.687,-9.7185,Normal,none
MINDY4,Other,-8.766,-7.645,Normal,none
MINK1,Other,-9.848,-9.6465,Normal,none
MINOS1,Other,8.548,1.7895,Normal,none
MINPP1,Other,-7.709,-7.436,Normal,none
MIOS,Other,3.394,1.537,Normal,none
MIOX,Other,-12.573,-11.705,Normal,none
MIP,Other,-8.97,-9.952,Normal,none
MIPEP,Other,14.926,12.7685,Normal,none
MIPOL1,Other,-9.778,-9.049,Normal,none
MIR1-1HG,Other,0.258,0.4445,Normal,none
MIR205HG,Other,-8.844,-9.979,Normal,none
MIS12,Other,12.693,9.021,Normal,none
MIS18A,Other,27.617,13.7995,Depleted,bagel
MIS18BP1,Other,22.089,11.993,Depleted,bagel
MISP,Other,-7.944,-3.2205,Normal,none
MISP3,Other,-7.521,-8.2475,Normal,none
MITD1,Other,4.093,1.555,Normal,none
MITF,Other,-5.933,-7.536,Normal,none
MIXL1,Other,-9.542,-8.859,Normal,none
MKI67,Other,0.942,0.0325,Normal,none
MKKS,Other,-8.38,-9.0525,Normal,none
MKL1,Other,2.144,-3.098,Normal,none
MKL2,Other,-10.758,-8.6895,Normal,none
MKLN1,Other,-6.636,-3.25,Normal,none
MKNK1,Other,-1.334,7.2315,Enriched,both
MKNK2,Other,-5.881,-5.899,Normal,none
MKRN1,Other,-7.54,-10.1335,Normal,none
MKRN2,Other,1.084,-5.154,Normal,none
MKRN2OS,Other,-10.895,-9.0665,Normal,none
MKRN3,Other,-9.435,-6.8095,Normal,none
MKS1,Other,-12.193,-9.485,Normal,none
MKX,Other,-10.923,-10.7095,Normal,none
MLANA,Other,-9.793,-8.801,Normal,none
MLC1,Other,-7.141,-6.1855,Normal,none
MLEC,Other,-1.841,-5.1175,Normal,none
MLF1,Other,-7.529,-7.3155,Normal,none
MLF2,Other,-5.862,-1.449,Normal,none
MLH1,Other,-1.797,-6.9945,Normal,none
MLH3,Other,-6.978,-9.1325,Normal,none
MLIP,Other,-10.043,-9.514,Normal,none
MLKL,Other,-8.051,-9.966,Normal,none
MLLT1,Other,1.996,0.666,Normal,none
MLLT10,Other,-11.401,-4.004,Normal,none
MLLT11,Other,-8.948,-5.29,Normal,none
MLLT3,Other,-7.473,-7.67,Normal,none
MLLT6,Other,3.45,4.1285,Normal,none
MLN,Other,-7.759,-9.4845,Normal,none
MLNR,Other,-4.262,-6.698,Normal,none
MLPH,Other,-1.848,-2.226,Normal,none
MLST8,Other,11.859,7.6385,Normal,none
MLX,Other,-6.429,-6.923,Normal,none
MLXIP,Other,-8.059,-8.8325,Normal,none
MLXIPL,Other,-7.878,-9.534,Normal,none
MLYCD,Other,-6.651,-7.235,Normal,none
MMAA,Other,-11.95,-10.808,Normal,none
MMAB,Other,3.32,0.3835,Normal,none
MMACHC,Other,-7.397,-8.2415,Normal,none
MMADHC,Other,-5.75,-6.114,Normal,none
MMD,Other,-4.612,-9.3245,Normal,none
MMD2,NEG,-10.738,-9.0285,Normal,none
MME,Other,-0.766,-7.05,Normal,none
MMEL1,Other,-8.839,-9.8455,Normal,none
MMGT1,Other,1.56,5.476,Normal,none
MMP1,Other,-11.25,-10.679,Normal,none
MMP10,Other,-10.444,-10.0235,Normal,none
MMP11,Other,-3.318,8.46,Enriched,both
MMP12,Other,1.849,1.2175,Normal,none
MMP13,Other,-9.713,-9.4575,Normal,none
MMP14,Other,-3.649,-10.851,Normal,none
MMP15,Other,9.458,12.309,Normal,LFC
MMP16,Other,-4.129,-2.111,Normal,none
MMP17,Other,-2.516,-6.9345,Normal,none
MMP19,Other,-8.063,-6.915,Normal,none
MMP2,Other,-4.435,-8.002,Normal,none
MMP20,NEG,-6.271,-6.1485,Normal,none
MMP21,NEG,-8.926,-9.8355,Normal,none
MMP23B,Other,-2.735,-5.4225,Normal,none
MMP24,Other,-3.662,7.929,Enriched,both
MMP25,Other,3.828,-2.0195,Normal,none
MMP26,NEG,-9.983,-8.8555,Normal,none
MMP27,NEG,-6.29,-8.335,Normal,none
MMP28,Other,-7.658,-7.5755,Normal,none
MMP3,Other,-7.672,-9.9365,Normal,none
MMP7,Other,-9.157,-10.159,Normal,none
MMP8,Other,-8.98,-11.382,Normal,none
MMP9,Other,-9.681,-10.099,Normal,none
MMRN1,Other,-11.391,-8.703,Normal,none
MMRN2,Other,-8.958,-8.6905,Normal,none
MMS19,Other,-3.967,-1.542,Normal,none
MMS22L,CEG,24.062,13.448,Depleted,bagel
MN1,Other,-6.874,-8.706,Normal,none
MNAT1,Other,30.376,14.329,Depleted,bagel
MND1,Other,-6.458,-7.7075,Normal,none
MNDA,Other,-8.939,-7.7005,Normal,none
MNS1,Other,-10.927,-8.304,Normal,none
MNT,Other,6.188,4.593,Normal,none
MNX1,Other,-4.835,-5.425,Normal,none
MOAP1,Other,-9.625,-10.099,Normal,none
MOB1A,Other,-8.605,-8.195,Normal,none
MOB1B,Other,-0.344,1.2435,Normal,none
MOB2,Other,-5.877,-9.9155,Normal,none
MOB3A,Other,-10.627,-9.246,Normal,none
MOB3B,Other,-5.652,-3.488,Normal,none
MOB3C,Other,-10.409,-7.2855,Normal,none
MOB4,Other,17.639,7.2655,Depleted,bagel
MOBP,Other,-11.593,-11.417,Normal,none
MOCOS,Other,1.405,-1.3925,Normal,none
MOCS1,Other,-6.156,-8.2865,Normal,none
MOCS2,Other,-2.368,3.167,Normal,none
MOCS3,Other,7.983,14.4435,Normal,LFC
MOG,Other,-10.194,-7.2165,Normal,none
MOGAT1,Other,-9.034,-10.401,Normal,none
MOGAT2,Other,-11.56,-10.8,Normal,none
MOGAT3,NEG,-9.009,-9.4275,Normal,none
MOGS,Other,-0.288,-3.4875,Normal,none
MOK,Other,-9.779,-10.4125,Normal,none
MON1A,Other,-9.043,-9.832,Normal,none
MON1B,Other,-6.036,-9.281,Normal,none
MON2,Other,5.71,-7.583,Depleted,both
MORC1,NEG,-8.525,-8.0685,Normal,none
MORC2,Other,-10.779,-7.457,Normal,none
MORC3,Other,-11.416,-8.169,Normal,none
MORC4,Other,-0.761,-2.306,Normal,none
MORF4L1,Other,-8.528,-11.457,Normal,none
MORF4L2,Other,-8.833,-9.6025,Normal,none
MORN1,Other,-5.609,0.1935,Normal,none
MORN2,Other,-7.602,-7.142,Normal,none
MORN3,Other,-6.114,-2.4485,Normal,none
MORN4,Other,-7.987,-1.311,Normal,none
MORN5,Other,4.383,-1.224,Normal,none
MOS,Other,-8.118,-7.8255,Normal,none
MOSPD1,Other,-7.871,-7.5955,Normal,none
MOSPD2,Other,18.024,11.996,Normal,none
MOSPD3,Other,-8.208,-3.708,Normal,none
MOV10,Other,-11.262,-5.691,Normal,none
MOV10L1,Other,-10.122,-10.9245,Normal,none
MOXD1,Other,-9.439,-11.177,Normal,none
MPC1,Other,0.695,-8.3035,Depleted,both
MPC1L,Other,-7.814,-9.1065,Normal,none
MPC2,Other,-2.72,-3.207,Normal,none
MPDU1,Other,-1.834,-5.627,Normal,none
MPDZ,Other,-6.516,-8.392,Normal,none
MPEG1,Other,-10.445,-7.64,Normal,none
MPG,Other,-5.485,-5.383,Normal,none
MPHOSPH10,CEG,16.553,6.86,Depleted,bagel
MPHOSPH6,Other,-7.013,-3.4615,Normal,none
MPHOSPH8,Other,-0.15,3.0205,Normal,none
MPHOSPH9,Other,-0.222,1.3255,Normal,none
MPI,Other,3.545,-3.452,Normal,none
MPIG6B,Other,-1.075,-1.599,Normal,none
MPL,Other,-4.505,-2.8855,Normal,none
MPLKIP,Other,-6.524,-4.5835,Normal,none
MPND,Other,-3.269,-5.329,Normal,none
MPO,Other,-1.173,0.097,Normal,none
MPP1,Other,-4.882,-4.609,Normal,none
MPP2,Other,-4.354,-2.5665,Normal,none
MPP3,Other,-7.756,-8.2695,Normal,none
MPP4,Other,-9.817,-11.258,Normal,none
MPP5,Other,-6.427,-6.5165,Normal,none
MPP6,Other,-8.204,-1.3665,Normal,none
MPP7,Other,-10.623,-9.7285,Normal,none
MPPE1,Other,-8.588,-3.764,Normal,none
MPPED1,Other,3.629,-2.238,Normal,none
MPPED2,Other,-8.89,-8.8975,Normal,none
MPRIP,Other,-2.667,-7.8825,Normal,none
MPST,Other,-6.173,-7.837,Normal,none
MPV17,Other,-11.322,-3.103,Enriched,bagel
MPV17L,Other,-4.683,-6.067,Normal,none
MPV17L2,Other,-8.44,-10.0195,Normal,none
MPZ,Other,-8.957,-9.618,Normal,none
MPZL1,Other,-9.006,-6.301,Normal,none
MPZL2,Other,-8.802,-7.828,Normal,none
MPZL3,Other,-7.35,-9.2475,Normal,none
MR1,Other,-6.508,-9.4655,Normal,none
MRAP,Other,-9.225,-7.67,Normal,none
MRAP2,Other,5.083,8.4515,Normal,LFC
MRAS,Other,-6.117,-10.51,Normal,none
MRC1,Other,-9.434,-9.809,Normal,none
MRC2,Other,-5.309,-2.9825,Normal,none
MRE11,Other,14.441,14.327,Normal,LFC
MREG,Other,-5.134,0.251,Normal,none
MRFAP1,Other,-9.82,-12.2865,Normal,none
MRFAP1L1,Other,-5.403,-5.8145,Normal,none
MRGBP,Other,6.216,7.742,Normal,none
MRGPRD,NEG,-9.393,-8.4845,Normal,none
MRGPRE,Other,-7.446,-6.5395,Normal,none
MRGPRF,Other,-7.279,-3.9805,Normal,none
MRGPRG,Other,-6.452,-2.155,Normal,none
MRGPRX1,NEG,-6.306,-8.162,Normal,none
MRGPRX2,NEG,-9.206,-10.938,Normal,none
MRGPRX3,Other,-9.52,-8.9395,Normal,none
MRGPRX4,NEG,-7.798,-2.7655,Normal,none
MRI1,Other,-11.244,-6.8505,Normal,none
MRLN,Other,-7.167,-8.4885,Normal,none
MRM1,Other,-5.745,-9.493,Normal,none
MRM2,Other,0.803,5.019,Normal,none
MRM3,Other,2.21,0.8305,Normal,none
MRNIP,Other,2.28,-2.0515,Normal,none
MRO,Other,-9.815,-9.9425,Normal,none
MROH1,Other,-14.767,-10.723,Normal,none
MROH2A,Other,-6.5,-10.1855,Normal,none
MROH2B,Other,-8.541,-9.044,Normal,none
MROH5,Other,-7.963,-10.3715,Normal,none
MROH6,Other,-2.341,-1.79,Normal,none
MROH7,Other,-6.075,-9.722,Normal,none
MROH8,Other,2.462,5.5245,Normal,none
MROH9,Other,-10.132,-8.7095,Normal,none
MRPL1,Other,4.454,-4.236,Depleted,bagel
MRPL10,Other,10.783,2.786,Normal,none
MRPL11,Other,21.896,12.8285,Depleted,bagel
MRPL12,Other,3.841,4.6755,Normal,none
MRPL13,Other,20.489,11.6285,Depleted,bagel
MRPL14,Other,0.217,2.871,Normal,none
MRPL15,Other,13.322,5.533,Normal,none
MRPL16,Other,23.559,15.184,Normal,none
MRPL17,Other,14.918,6.4805,Normal,none
MRPL18,CEG,5.597,0.18,Normal,none
MRPL19,Other,21.087,8.9895,Depleted,bagel
MRPL2,Other,-1.731,5.023,Normal,LFC
MRPL20,Other,-8.303,-4.628,Normal,none
MRPL21,Other,1.964,10.488,Enriched,both
MRPL22,Other,30.314,14.875,Depleted,bagel
MRPL23,Other,0.712,9.251,Enriched,both
MRPL24,Other,16.169,12.5525,Normal,none
MRPL27,Other,15.385,10.726,Normal,none
MRPL28,CEG,16.147,6.7755,Depleted,bagel
MRPL3,Other,21.186,13.1375,Normal,none
MRPL30,Other,18.461,7.512,Depleted,bagel
MRPL32,Other,11.53,11.507,Normal,LFC
MRPL33,Other,21.692,13.365,Normal,none
MRPL34,Other,11.064,10.1075,Normal,none
MRPL35,Other,29.351,13.055,Depleted,bagel
MRPL36,Other,19.09,11.3995,Normal,none
MRPL37,Other,20.718,13.938,Normal,none
MRPL38,CEG,6.142,13.227,Normal,LFC
MRPL39,Other,13.349,11.5935,Normal,none
MRPL4,CEG,-4.507,-3.197,Normal,none
MRPL40,Other,2.729,5.6095,Normal,none
MRPL41,Other,17.765,15.2035,Normal,none
MRPL42,Other,9.501,6.278,Normal,none
MRPL43,CEG,21.538,14.852,Normal,none
MRPL44,Other,-1.662,4.5365,Normal,LFC
MRPL45,CEG,25.063,14.658,Depleted,bagel
MRPL46,CEG,16.843,7.826,Depleted,bagel
MRPL47,Other,-6.241,1.975,Enriched,both
MRPL48,Other,25.071,12.5905,Depleted,bagel
MRPL49,Other,9.328,9.967,Normal,LFC
MRPL50,Other,9.204,3.323,Normal,none
MRPL51,Other,7.482,13.7605,Normal,LFC
MRPL52,Other,5.882,5.276,Normal,none
MRPL53,CEG,20.634,12.5015,Normal,none
MRPL54,Other,4.033,3.938,Normal,none
MRPL55,Other,8.192,7.419,Normal,none
MRPL57,CEG,14.916,6.002,Depleted,bagel
MRPL58,Other,13.341,7.112,Normal,none
MRPL9,Other,4.865,11.358,Normal,LFC
MRPS10,Other,27.52,13.551,Depleted,bagel
MRPS11,Other,13.261,14.741,Normal,LFC
MRPS12,Other,2.607,3.2045,Normal,none
MRPS14,CEG,18.055,13.588,Normal,none
MRPS15,Other,18.187,11.9715,Normal,none
MRPS16,Other,15.867,11.3945,Normal,none
MRPS17,Other,28.772,16.615,Depleted,bagel
MRPS18A,Other,9.498,6.9655,Normal,none
MRPS18B,Other,0.573,1.611,Normal,none
MRPS18C,Other,19.401,14.9525,Normal,none
MRPS2,Other,4.73,7.636,Normal,LFC
MRPS21,Other,15.671,10.8105,Normal,none
MRPS22,Other,17.877,14.364,Normal,none
MRPS23,Other,21.564,11.6155,Depleted,bagel
MRPS24,CEG,7.334,11.0465,Normal,LFC
MRPS25,Other,6.458,6.2435,Normal,none
MRPS26,Other,5.096,6.429,Normal,none
MRPS27,Other,17.269,3.7445,Depleted,bagel
MRPS28,Other,7.394,10.3505,Normal,LFC
MRPS30,Other,3.531,6.246,Normal,none
MRPS31,Other,17.23,12.714,Normal,none
MRPS33,Other,18.866,11.0925,Normal,none
MRPS34,CEG,3.248,3.234,Normal,none
MRPS35,Other,16.495,12.696,Normal,none
MRPS36,Other,-12.982,-10.8755,Normal,none
MRPS5,Other,6.891,8.114,Normal,none
MRPS7,Other,1.894,4.304,Normal,none
MRPS9,Other,18.725,11.448,Normal,none
MRRF,Other,13.915,6.3795,Normal,none
MRS2,Other,-10.038,-9.6405,Normal,none
MRTO4,Other,20.647,13.653,Normal,none
MRVI1,Other,-8.125,-5.746,Normal,none
MS4A1,Other,-10.015,-8.3845,Normal,none
MS4A10,NEG,-4.769,-4.879,Normal,none
MS4A12,Other,-5.254,-10.6185,Normal,none
MS4A13,NEG,-5.852,-9.464,Normal,none
MS4A15,Other,-7.801,-8.7665,Normal,none
MS4A18,Other,-7.717,-10.495,Normal,none
MS4A2,Other,-10.094,-6.2795,Normal,none
MS4A3,Other,-8.877,-8.241,Normal,none
MS4A4A,Other,-9.163,-9.6755,Normal,none
MS4A4E,Other,-7.157,-9.7215,Normal,none
MS4A5,NEG,-10.168,-9.1105,Normal,none
MS4A6A,Other,-9.599,-9.0455,Normal,none
MS4A6E,Other,-6.834,-8.9275,Normal,none
MS4A7,Other,-4.937,-10.4405,Normal,none
MS4A8,Other,-10.343,-4.6835,Normal,none
MSANTD1,Other,-1.016,-6.9055,Normal,none
MSANTD2,Other,-9.738,-5.362,Normal,none
MSANTD3,Other,9.329,6.517,Normal,none
MSANTD3-TMEFF1,Other,-7.846,-10.3005,Normal,none
MSANTD4,Other,-7.146,-6.5565,Normal,none
MSC,Other,-7.217,-8.8315,Normal,none
MSGN1,NEG,-10.311,-8.7555,Normal,none
MSH2,Other,-4.406,-6.441,Normal,none
MSH3,Other,-7.224,-6.7595,Normal,none
MSH4,Other,-7.748,-6.9575,Normal,none
MSH5,Other,-9.462,-9.176,Normal,none
MSH6,Other,-8.569,-7.149,Normal,none
MSI1,Other,-9.673,-8.2595,Normal,none
MSI2,Other,-10.092,-7.905,Normal,none
MSL1,Other,2.473,3.6505,Normal,none
MSL2,Other,-8.907,-4.4705,Normal,none
MSL3,Other,-4.801,-7.136,Normal,none
MSLN,Other,-6.343,-7.1395,Normal,none
MSMB,Other,-7.041,-7.838,Normal,none
MSMO1,Other,18.376,14.9655,Normal,none
MSMP,Other,-3.545,-2.0095,Normal,none
MSN,Other,-9.151,-9.396,Normal,none
MSR1,Other,-9.761,-6.8085,Normal,none
MSRA,Other,-8.966,-3.2545,Normal,none
MSRB1,Other,-6.732,-5.6075,Normal,none
MSRB2,Other,-8.639,-10.0745,Normal,none
MSRB3,Other,-9.327,-7.5225,Normal,none
MSS51,Other,-9.686,-9.078,Normal,none
MST1,Other,4.072,2.2925,Normal,none
MST1L,Other,-3.955,-9.3505,Normal,none
MST1R,Other,-2.129,-4.0475,Normal,none
MSTN,Other,-6.974,-9.3425,Normal,none
MSTO1,CEG,-7.573,-4.7095,Normal,none
MSX1,Other,-8.39,-12.0625,Normal,none
MSX2,Other,-9.797,-8.925,Normal,none
MT1A,Other,-9.803,-9.341,Normal,none
MT1B,NEG,-7.116,-6.71,Normal,none
MT1E,Other,-6.119,-7.5885,Normal,none
MT1F,Other,-8.834,-7.414,Normal,none
MT1G,Other,7.188,-0.3765,Normal,none
MT1H,Other,-3.689,-0.3695,Normal,none
MT1HL1,Other,-8.459,-4.254,Normal,none
MT1M,Other,-5.608,-6.2555,Normal,none
MT1X,Other,-8.555,-9.668,Normal,none
MT2A,Other,-5.243,-8.727,Normal,none
MT3,Other,-10.455,-2.9065,Enriched,bagel
MT4,Other,-8.367,-9.7455,Normal,none
MTA1,Other,-1.185,-3.597,Normal,none
MTA2,Other,-3.288,-3.9475,Normal,none
MTA3,Other,1.924,-5.7595,Normal,none
MTAP,Other,-9.39,0.3165,Enriched,both
MTBP,Other,23.281,13.0925,Depleted,bagel
MTCH1,Other,-1.26,-1.2275,Normal,none
MTCH2,Other,-2.847,7.3475,Enriched,both
MTCL1,Other,-5.463,-9.9615,Normal,none
MTCP1,Other,-7.874,-7.8655,Normal,none
MTDH,Other,3.362,4.2605,Normal,none
MTERF1,Other,1.473,-1.329,Normal,none
MTERF2,Other,-1.666,0.838,Normal,none
MTERF3,Other,20.144,15.908,Normal,LFC
MTERF4,Other,12.774,13.2735,Normal,LFC
MTF1,Other,10.658,3.7775,Normal,none
MTF2,Other,-16.9,-6.7765,Enriched,bagel
MTFMT,Other,3.434,-0.359,Normal,none
MTFP1,Other,-8.693,-8.2845,Normal,none
MTFR1,Other,-6.139,-9.153,Normal,none
MTFR1L,Other,-8.926,-8.213,Normal,none
MTFR2,Other,-3.748,-2.7085,Normal,none
MTG1,Other,1.831,3.8715,Normal,none
MTG2,CEG,-3.463,5.0585,Enriched,both
MTHFD1,Other,-6.971,-8.827,Normal,none
MTHFD1L,Other,3.836,3.702,Normal,none
MTHFD2,Other,-8.171,-8.198,Normal,none
MTHFD2L,Other,-4.548,-8.696,Normal,none
MTHFR,Other,-6.405,-5.4835,Normal,none
MTHFS,Other,-4.418,-0.1095,Normal,none
MTHFSD,Other,-12.07,-8.9745,Normal,none
MTIF2,Other,18.581,13.7145,Normal,none
MTIF3,Other,-0.126,-2.496,Normal,none
MTM1,Other,-6.276,3.284,Enriched,both
MTMR1,Other,-6.661,-6.8935,Normal,none
MTMR10,Other,-11.151,-9.3185,Normal,none
MTMR11,Other,-5.029,0.258,Normal,none
MTMR12,Other,-7.825,-0.281,Enriched,bagel
MTMR14,Other,-1.481,-1.1355,Normal,none
MTMR2,Other,-8.883,-7.361,Normal,none
MTMR3,Other,-8.89,-8.854,Normal,none
MTMR4,Other,0.566,-2.054,Normal,none
MTMR6,Other,-8.316,-4.6485,Normal,none
MTMR7,Other,-9.212,-10.1585,Normal,none
MTMR8,Other,-4.624,-3.27,Normal,none
MTMR9,Other,-3.892,-7.5305,Normal,none
MTNR1A,Other,-7.467,-8.659,Normal,none
MTNR1B,NEG,-9.067,-8.547,Normal,none
MTO1,Other,-2.461,-3.583,Normal,none
MTOR,Other,10.834,13.6995,Normal,LFC
MTPAP,Other,25.643,14.318,Depleted,bagel
MTPN,Other,-0.249,0.987,Normal,none
MTR,Other,-10.863,-10.021,Normal,none
MTRF1,Other,-7.866,-11.6795,Normal,none
MTRF1L,Other,15.222,9.354,Normal,none
MTRNR2L1,Other,-9.854,-8.6355,Normal,none
MTRNR2L10,Other,-4.766,-7.965,Normal,none
MTRNR2L2,Other,-5.252,-11.5715,Normal,none
MTRNR2L3,Other,-8.605,-7.9635,Normal,none
MTRNR2L4,Other,-9.235,-9.1255,Normal,none
MTRNR2L5,Other,-9.518,-8.9885,Normal,none
MTRNR2L6,Other,-9.215,-7.17,Normal,none
MTRNR2L7,Other,-7.181,-7.6225,Normal,none
MTRNR2L8,Other,-8.034,-8.7525,Normal,none
MTRNR2L9,Other,-6.726,-4.289,Normal,none
MTRR,Other,-5.863,-7.712,Normal,none
MTSS1,Other,-8.036,-9.209,Normal,none
MTSS1L,Other,-5.077,-5.8335,Normal,none
MTTP,Other,-5.503,-4.6005,Normal,none
MTURN,Other,1.606,-3.6555,Normal,none
MTUS1,Other,-8.363,-9.3675,Normal,none
MTUS2,Other,-7.859,-10.497,Normal,none
MTX1,Other,30.13,17.63,Depleted,bagel
MTX2,Other,11.696,12.684,Normal,LFC
MTX3,Other,-8.577,-7.532,Normal,none
MUC1,Other,-8.243,-10.308,Normal,none
MUC12,Other,-7.605,-8.1695,Normal,none
MUC13,Other,-9.103,-9.324,Normal,none
MUC15,Other,-7.914,-10.5235,Normal,none
MUC16,Other,-11.817,-10.2555,Normal,none
MUC17,NEG,-6.252,-4.12,Normal,none
MUC19,Other,-7.829,-7.99,Normal,none
MUC2,Other,-9.287,-9.913,Normal,none
MUC20,Other,-7.867,-9.551,Normal,none
MUC21,Other,-8.888,-8.0765,Normal,none
MUC22,Other,-8.516,-10.107,Normal,none
MUC3A,Other,-9.708,-8.98,Normal,none
MUC3B,Other,-8.927,-8.457,Normal,none
MUC4,Other,-8.194,-8.716,Normal,none
MUC5AC,Other,-4.325,-3.0525,Normal,none
MUC5B,Other,-10.233,-8.3815,Normal,none
MUC6,Other,-9.022,-8.5055,Normal,none
MUC7,NEG,-4.163,-8.3515,Normal,none
MUC8,Other,-9.659,-8.8795,Normal,none
MUCL1,Other,-4.761,-10.0745,Normal,none
MUL1,Other,-9.53,-7.7755,Normal,none
MUM1,Other,-4.951,2.474,Normal,LFC
MUM1L1,Other,-12.054,-8.838,Normal,none
MURC,Other,-7.854,-9.741,Normal,none
MUS81,Other,-3.61,-4.6715,Normal,none
MUSK,Other,-7.068,-8.153,Normal,none
MUSTN1,Other,-8.258,-8.438,Normal,none
MUT,Other,13.518,2.2545,Depleted,bagel
MUTYH,Other,22.565,9.211,Depleted,bagel
MVB12A,Other,4.364,0.745,Normal,none
MVB12B,Other,-0.682,0.392,Normal,none
MVD,Other,12.515,2.12,Depleted,bagel
MVK,CEG,9.71,0.4755,Depleted,bagel
MVP,Other,-9.172,-8.4375,Normal,none
MX1,Other,-8.324,-8.3415,Normal,none
MX2,Other,-6.028,-3.402,Normal,none
MXD1,Other,-9.038,-11.0215,Normal,none
MXD3,Other,-10.712,-7.87,Normal,none
MXD4,Other,-9.893,-9.1145,Normal,none
MXI1,Other,-13.042,-13.836,Normal,none
MXRA5,Other,-0.592,5.849,Normal,LFC
MXRA7,Other,-3.167,-3.52,Normal,none
MXRA8,Other,-5.792,-9.049,Normal,none
MYADM,Other,-1.361,-4.127,Normal,none
MYADML2,Other,-7.274,-7.9205,Normal,none
MYB,Other,-0.894,-3.401,Normal,none
MYBBP1A,CEG,20.537,12.7775,Normal,none
MYBL1,Other,-7.806,-9.371,Normal,none
MYBL2,Other,11.204,12.9215,Normal,LFC
MYBPC1,Other,-8.957,-8.878,Normal,none
MYBPC2,Other,-8.474,-3.7645,Normal,none
MYBPC3,NEG,-4.712,-7.0945,Normal,none
MYBPH,Other,-7.279,-6.146,Normal,none
MYBPHL,Other,-7.879,-11.154,Normal,none
MYC,CEG,-1.287,-2.9695,Normal,none
MYCBP,Other,-9.026,-8.4265,Normal,none
MYCBP2,Other,9.009,5.102,Normal,none
MYCBPAP,Other,-7.944,-7.4715,Normal,none
MYCL,Other,-8.245,-9.084,Normal,none
MYCN,Other,-6.574,-4.818,Normal,none
MYCT1,Other,-8.588,-8.3225,Normal,none
MYD88,Other,-7.119,-3.1155,Normal,none
MYDGF,Other,-9.046,-7.6175,Normal,none
MYEF2,Other,-9.788,-8.881,Normal,none
MYEOV,Other,-1.003,-1.4165,Normal,none
MYF5,NEG,-8.396,-9.0265,Normal,none
MYF6,Other,-7.005,-7.3735,Normal,none
MYH1,Other,-10.082,-11.0155,Normal,none
MYH10,Other,-11.54,-9.309,Normal,none
MYH11,Other,-7.517,-10.523,Normal,none
MYH13,Other,-7.434,-8.089,Normal,none
MYH14,Other,4.584,8.3185,Normal,LFC
MYH15,Other,-7.054,-8.2685,Normal,none
MYH2,Other,-5.595,-2.2685,Normal,none
MYH3,Other,-5.073,-7.307,Normal,none
MYH4,Other,-9.719,-8.9565,Normal,none
MYH6,Other,-7.743,1.3825,Enriched,both
MYH7,Other,-9.11,-11.138,Normal,none
MYH7B,Other,-9.099,-9.223,Normal,none
MYH8,Other,-1.904,-2.083,Normal,none
MYH9,Other,-19.109,-6.8035,Enriched,both
MYL1,Other,-8.938,-8.8065,Normal,none
MYL10,Other,-9.838,-8.419,Normal,none
MYL12A,Other,8.436,7.5195,Normal,none
MYL12B,Other,-4.499,-4.0675,Normal,none
MYL2,Other,-4.622,3.1745,Enriched,both
MYL3,Other,-7.793,-7.1005,Normal,none
MYL4,Other,-9.137,-10.2265,Normal,none
MYL5,Other,-7.332,-5.9895,Normal,none
MYL6,Other,-22.174,-13.5275,Enriched,bagel
MYL6B,Other,-10.246,-11.862,Normal,none
MYL7,Other,-8.594,-9.803,Normal,none
MYL9,Other,-4.938,0.807,Normal,none
MYLIP,Other,-6.769,-8.7005,Normal,none
MYLK,Other,-5.039,-6.4805,Normal,none
MYLK2,Other,-8.622,-9.236,Normal,none
MYLK3,Other,-6.015,-10.8525,Normal,none
MYLK4,Other,-6.553,-10.5435,Normal,none
MYLPF,Other,-9.907,-9.5365,Normal,none
MYNN,Other,-3.451,-7.963,Normal,none
MYO10,Other,-1.684,-4.609,Normal,none
MYO15A,Other,-7.843,-8.6895,Normal,none
MYO15B,Other,-9.536,-11.6835,Normal,none
MYO16,Other,-8.295,-5.5635,Normal,none
MYO18A,Other,-1.388,-0.636,Normal,none
MYO18B,Other,-3.897,-4.8825,Normal,none
MYO19,Other,-4.396,-5.7435,Normal,none
MYO1A,Other,-7.353,-8.428,Normal,none
MYO1B,Other,-8.223,-9.5265,Normal,none
MYO1C,Other,-7.366,-8.25,Normal,none
MYO1D,Other,-3.995,-3.9735,Normal,none
