Gene,func,WG_Mut_BF,WG_WT_BF,group,pool_group
DIP2C,Other,-12.243,-8.8445,Normal,none
DIRAS1,Other,-5.366,-1.536,Normal,none
DIRAS2,Other,-10.198,-9.5185,Normal,none
DIRAS3,Other,-5.182,-10.2535,Normal,none
DIRC1,NEG,-8.905,-11.5475,Normal,none
DIRC2,Other,-7.189,-5.8675,Normal,none
DIS3,CEG,22.688,15.595,Normal,none
DIS3L,Other,9.814,-0.1665,Depleted,bagel
DIS3L2,Other,1.3,-0.715,Normal,none
DISC1,Other,2.373,5.532,Normal,none
DISP1,Other,-9.368,-7.778,Normal,none
DISP2,Other,-5.561,-7.25,Normal,none
DIXDC1,Other,-8.417,-8.6345,Normal,none
DKC1,CEG,21.897,8.6165,Depleted,bagel
DKK1,Other,-3.682,0.9745,Normal,none
DKK2,Other,-5.073,-6.911,Normal,none
DKK3,Other,-10.036,-6.1565,Normal,none
DKK4,Other,-9.403,-8.555,Normal,none
DKKL1,Other,-6.595,-5.982,Normal,none
DLAT,Other,11.523,-2.254,Depleted,both
DLC1,Other,-6.603,-6.565,Normal,none
DLD,Other,6.396,-2.263,Depleted,bagel
DLEC1,Other,-9.077,-9.6335,Normal,none
DLEU7,Other,-7.995,-10.918,Normal,none
DLG1,Other,-4.114,-4.3205,Normal,none
DLG2,Other,-7.996,-3.9265,Normal,none
DLG3,Other,-7.573,-8.775,Normal,none
DLG4,Other,-7.575,-10.697,Normal,none
DLG5,Other,4.057,0.0535,Normal,none
DLGAP1,Other,-8.02,-7.7945,Normal,none
DLGAP2,Other,3.573,-1.7635,Normal,none
DLGAP3,Other,-8.967,-6.4675,Normal,none
DLGAP4,Other,-1.623,-2.0075,Normal,none
DLGAP5,Other,21.367,2.7715,Depleted,both
DLK1,Other,-8.67,-8.5415,Normal,none
DLK2,Other,1.693,5.432,Normal,LFC
DLL1,Other,-0.005,-0.998,Normal,none
DLL3,Other,-7.438,-9.8965,Normal,none
DLL4,Other,-4.441,-7.1295,Normal,none
DLST,CEG,-8.407,-8.8695,Normal,none
DLX1,Other,-6.615,-4.729,Normal,none
DLX2,Other,-9.221,-8.295,Normal,none
DLX3,Other,-9.505,-10.0555,Normal,none
DLX4,Other,10.358,0.4575,Depleted,bagel
DLX5,Other,-5.465,-2.173,Normal,none
DLX6,Other,-8.982,-7.494,Normal,none
DMAP1,CEG,17.369,13.2415,Normal,none
DMBT1,Other,-8.058,-9.626,Normal,none
DMBX1,Other,-7.945,-9.2465,Normal,none
DMC1,Other,-8.214,-8.971,Normal,none
DMD,Other,2.075,-1.8815,Normal,none
DMGDH,Other,-1.82,-3.411,Normal,none
DMKN,Other,-9.923,-9.5225,Normal,none
DMP1,NEG,-8.757,-5.664,Normal,none
DMPK,Other,-8.908,-7.7165,Normal,none
DMRT1,NEG,-7.346,-4.1835,Normal,none
DMRT2,Other,-8.341,-7.155,Normal,none
DMRT3,Other,-0.984,-4.2385,Normal,none
DMRTA1,Other,-1.105,-2.453,Normal,none
DMRTA2,Other,0.32,3.811,Normal,none
DMRTB1,NEG,-3.252,0.324,Normal,none
DMRTC1,Other,-8.448,-2.491,Normal,none
DMRTC2,NEG,-8.029,-8.459,Normal,none
DMTF1,Other,0.407,-6.9205,Normal,none
DMTN,Other,-8.34,-4.809,Normal,none
DMWD,Other,4.235,4.694,Normal,none
DMXL1,Other,8.049,2.7355,Normal,none
DMXL2,Other,-8.612,-10.654,Normal,none
DNA2,Other,20.086,10.705,Depleted,bagel
DNAAF1,Other,-11.981,-9.388,Normal,none
DNAAF2,Other,-5.476,-3.3005,Normal,none
DNAAF3,Other,-7.254,-9.1455,Normal,none
DNAAF5,Other,2.99,0.666,Normal,none
DNAH1,Other,-4.59,-7.9405,Normal,none
DNAH10,Other,-5.43,-6.136,Normal,none
DNAH11,Other,-5.409,-7.7845,Normal,none
DNAH12,Other,-6.448,-9.3635,Normal,none
DNAH14,Other,2.303,0.6585,Normal,none
DNAH17,Other,-8.631,-7.5365,Normal,none
DNAH2,Other,-9.4,-8.7425,Normal,none
DNAH3,Other,-9.633,-11.1585,Normal,none
DNAH5,Other,-4.705,-7.6215,Normal,none
DNAH6,Other,-8.843,-4.258,Normal,none
DNAH7,Other,-7.408,-9.3865,Normal,none
DNAH8,Other,-10.41,-9.304,Normal,none
DNAH9,Other,-8.004,-4.239,Normal,none
DNAI1,Other,-8.388,-7.905,Normal,none
DNAI2,Other,-7.657,-9.0355,Normal,none
DNAJA1,Other,-6.846,-4.346,Normal,none
DNAJA2,Other,5.389,3.1395,Normal,none
DNAJA3,CEG,6.873,9.1285,Normal,LFC
DNAJA4,Other,-7.849,-8.982,Normal,none
DNAJB1,Other,-7.195,-8.8725,Normal,none
DNAJB11,Other,-0.301,-1.4355,Normal,none
DNAJB12,Other,-7.682,-11.262,Normal,none
DNAJB13,Other,-6.635,-9.0835,Normal,none
DNAJB14,Other,-9.576,-7.7625,Normal,none
DNAJB2,Other,-8.371,-5.8315,Normal,none
DNAJB3,Other,-5.713,-9.599,Normal,none
DNAJB4,Other,-10.322,-9.8485,Normal,none
DNAJB5,Other,-7.993,-11.3955,Normal,none
DNAJB6,Other,-3.615,-6.7985,Normal,none
DNAJB7,Other,-6.191,-4.157,Normal,none
DNAJB8,Other,-2.158,0.722,Normal,none
DNAJB9,Other,2.471,-1.7915,Normal,none
DNAJC1,Other,-7.561,-8.704,Normal,none
DNAJC10,Other,-6.691,-9.4565,Normal,none
DNAJC11,Other,-1.928,5.8825,Enriched,both
DNAJC12,Other,-8.976,-11.2295,Normal,none
DNAJC13,Other,-5.452,-8.424,Normal,none
DNAJC14,Other,-9.675,-9.0365,Normal,none
DNAJC15,Other,-9.267,-10.844,Normal,none
DNAJC16,Other,-6.607,-9.1155,Normal,none
DNAJC17,Other,27.826,12.858,Depleted,bagel
DNAJC18,Other,-8.781,-9.7055,Normal,none
DNAJC19,Other,-2.905,-2.264,Normal,none
DNAJC2,Other,16.266,13.089,Normal,none
DNAJC21,Other,-2.457,-5.8865,Normal,none
DNAJC22,Other,-5.386,-2.1485,Normal,none
DNAJC24,Other,-0.717,-1.7635,Normal,none
DNAJC25,Other,-4.929,-9.08,Normal,none
DNAJC27,Other,-6.265,-5.519,Normal,none
DNAJC28,Other,-9.646,-7.248,Normal,none
DNAJC3,Other,11.223,1.422,Depleted,bagel
DNAJC30,Other,-9.301,6.1615,Enriched,both
DNAJC4,Other,-8.309,-5.712,Normal,none
DNAJC5,Other,-4.174,0.4475,Normal,none
DNAJC5B,Other,-6.859,-7.73,Normal,none
DNAJC5G,Other,-7.102,-9.3845,Normal,none
DNAJC6,Other,-2.848,-6.992,Normal,none
DNAJC7,Other,3.692,-8.1015,Depleted,both
DNAJC8,Other,6.467,6.584,Normal,none
DNAJC9,CEG,-5.574,-2.3395,Normal,none
DNAL1,Other,-7.5,-8.0945,Normal,none
DNAL4,Other,-6.887,-5.7045,Normal,none
DNALI1,Other,-7.502,-8.81,Normal,none
DNASE1,Other,-9.009,-8.619,Normal,none
DNASE1L1,Other,-6.88,-9.491,Normal,none
DNASE1L2,Other,-3.832,-8.998,Normal,none
DNASE1L3,Other,-7.124,-9.717,Normal,none
DNASE2,Other,-8.41,-9.3145,Normal,none
DNASE2B,Other,-8.156,-9.079,Normal,none
DND1,Other,-11.853,-12.3155,Normal,none
DNER,Other,-13.786,-8.101,Normal,none
DNHD1,Other,-7.27,-9.653,Normal,none
DNLZ,Other,0.961,0.869,Normal,none
DNM1,Other,-5.775,-6.7685,Normal,none
DNM1L,Other,-3.649,4.0985,Enriched,both
DNM2,CEG,4.309,3.4555,Normal,none
DNM3,Other,-7.143,-9.6875,Normal,none
DNMBP,Other,-4.657,-10.277,Normal,none
DNMT1,CEG,7.043,3.5305,Normal,none
DNMT3A,Other,-3.867,-6.2165,Normal,none
DNMT3B,Other,-8.754,-8.189,Normal,none
DNMT3L,Other,-4.811,-2.374,Normal,none
DNPEP,Other,-8.539,-7.8665,Normal,none
DNPH1,Other,-6.677,-8.8635,Normal,none
DNTT,Other,-8.117,-5.5445,Normal,none
DNTTIP1,Other,-7.66,-8.6335,Normal,none
DNTTIP2,Other,25.17,12.0845,Depleted,bagel
DOC2A,Other,-6.912,-9.252,Normal,none
DOC2B,Other,-9.172,-8.6635,Normal,none
DOCK1,Other,-1.96,-7.803,Normal,none
DOCK10,Other,-9.727,-9.6525,Normal,none
DOCK11,Other,-6.947,-8.411,Normal,none
DOCK2,Other,-6.598,-6.0195,Normal,none
DOCK3,Other,-8.751,-9.5325,Normal,none
DOCK4,Other,0.426,-1.188,Normal,none
DOCK5,Other,-1.095,-2.67,Normal,none
DOCK6,Other,1.415,2.167,Normal,none
DOCK7,Other,-4.772,-6.326,Normal,none
DOCK8,Other,-3.568,-2.156,Normal,none
DOCK9,Other,-7.684,-8.773,Normal,none
DOHH,Other,3.209,7.013,Normal,LFC
DOK1,Other,-8.294,-10.703,Normal,none
DOK2,Other,-6.499,-7.0845,Normal,none
DOK3,Other,-6.614,-9.247,Normal,none
DOK4,Other,-5.098,-1.698,Normal,none
DOK5,Other,-10.06,-10.6925,Normal,none
DOK6,Other,4.213,0.9445,Normal,none
DOK7,Other,-4.104,-7.6935,Normal,none
DOLK,CEG,4.065,3.495,Normal,none
DOLPP1,Other,-11.097,-9.6755,Normal,none
DONSON,CEG,6.942,4.2785,Normal,none
DOPEY1,Other,-4.957,-7.844,Normal,none
DOPEY2,Other,-1.355,-1.7495,Normal,none
DOT1L,Other,-8.637,1.497,Enriched,both
DPAGT1,CEG,13.751,8.3165,Normal,none
DPCD,Other,-2.876,-3.883,Normal,none
DPCR1,Other,-1.014,1.122,Normal,none
DPEP1,Other,-7.976,-8.7415,Normal,none
DPEP2,Other,-5.642,-7.4415,Normal,none
DPEP3,Other,-8.426,-8.727,Normal,none
DPF1,Other,1.512,-3.5125,Normal,none
DPF2,Other,10.008,1.2235,Depleted,bagel
DPF3,Other,-8.641,-7.9415,Normal,none
DPH1,Other,-2.379,-0.751,Normal,none
DPH2,Other,-3.841,-6.927,Normal,none
DPH3,Other,0.696,9.7715,Enriched,both
DPH3P1,Other,-4.7,-5.477,Normal,none
DPH5,Other,12.459,-0.3525,Depleted,bagel
DPH6,Other,16.651,4.992,Depleted,bagel
DPH7,Other,2.32,0.106,Normal,none
DPM1,Other,14.92,13.69,Normal,LFC
DPM2,Other,-1.804,-6.929,Normal,none
DPM3,Other,-13.028,-6.169,Normal,none
DPP10,Other,-7.118,-7.9555,Normal,none
DPP3,Other,0.859,-1.7835,Normal,none
DPP4,Other,-7.178,-5,Normal,none
DPP6,Other,-6.734,-8.477,Normal,none
DPP7,Other,-9.289,-8.145,Normal,none
DPP8,Other,-12.82,-10.5195,Normal,none
DPP9,Other,0.004,3.623,Normal,none
DPP9-AS1,Other,-8.111,-9.125,Normal,none
DPPA2,Other,-10.421,-9.8565,Normal,none
DPPA3,Other,-9.028,-9.2185,Normal,none
DPPA4,Other,-11.889,-6.34,Normal,none
DPPA5,Other,-7.502,-7.3875,Normal,none
DPRX,NEG,-5.908,-9.305,Normal,none
DPT,Other,-8.319,-8.177,Normal,none
DPY19L1,Other,-4.327,0.308,Normal,none
DPY19L2,Other,-7.519,-8.746,Normal,none
DPY19L3,Other,-5.475,-3.3225,Normal,none
DPY19L4,Other,-3.023,-4.2885,Normal,none
DPYD,Other,-8.78,-9.7615,Normal,none
DPYS,Other,-5.119,-7.54,Normal,none
DPYSL2,Other,-7.567,-9.021,Normal,none
DPYSL3,Other,-1.884,-1.3975,Normal,none
DPYSL4,Other,-3.83,-3.771,Normal,none
DPYSL5,Other,-10.296,-7.953,Normal,none
DQX1,Other,-8.077,-9.217,Normal,none
DR1,Other,22.418,14.8705,Normal,none
DRAM1,Other,-7.749,-9.124,Normal,none
DRAM2,Other,-6.563,-7.3335,Normal,none
DRAP1,Other,-3.571,11.4205,Enriched,both
DRAXIN,Other,-4.452,-9.9175,Normal,none
DRC1,Other,-5.53,-7.205,Normal,none
DRC7,Other,4.224,2.152,Normal,none
DRD1,Other,-8.947,-7.387,Normal,none
DRD2,Other,-5.992,1.874,Enriched,both
DRD3,NEG,-7.939,-8.3345,Normal,none
DRD4,Other,-2.661,-6.5165,Normal,none
DRD5,Other,-7.904,-7.762,Normal,none
DRG1,Other,-9.133,-8.604,Normal,none
DRG2,Other,-1.47,-3.081,Normal,none
DRGX,NEG,-6.852,-9.374,Normal,none
DRICH1,Other,-8.433,-10.9595,Normal,none
DROSHA,Other,27.577,14.804,Depleted,bagel
DRP2,Other,-8.699,-9.299,Normal,none
DSC1,Other,-8.826,-8.6425,Normal,none
DSC2,Other,-7.994,-7.8085,Normal,none
DSC3,Other,-7.284,4.675,Enriched,both
DSCAM,Other,1.424,2.767,Normal,none
DSCAML1,Other,-6.351,-8.2005,Normal,none
DSCC1,Other,11.492,9.4895,Normal,none
DSCR3,Other,-8.079,-8.725,Normal,none
DSCR4,NEG,-10.708,-10.4145,Normal,none
DSE,Other,-0.636,2.29,Normal,none
DSEL,Other,-6.887,-9.527,Normal,none
DSG1,Other,-8.268,-9.191,Normal,none
DSG2,Other,3.18,3.1155,Normal,none
DSG3,Other,-7.559,-10.594,Normal,none
DSG4,NEG,-9.941,-10.198,Normal,none
DSN1,Other,22.128,14.378,Normal,none
DSP,Other,-5.871,-1.8185,Normal,none
DSPP,NEG,-8.638,-8.575,Normal,none
DST,Other,-5.82,-9.8295,Normal,none
DSTN,Other,-5.347,-5.319,Normal,none
DSTYK,Other,-6.914,-9.22,Normal,none
DTD1,Other,-9.506,-11.5395,Normal,none
DTD2,Other,-8.636,-5.768,Normal,none
DTHD1,Other,-6.507,-7.841,Normal,none
DTL,CEG,15.826,12.8005,Normal,none
DTNA,Other,-3.852,-8.097,Normal,none
DTNB,Other,-3.829,-1.402,Normal,none
DTNBP1,Other,-6.5,-2.9565,Normal,none
DTWD1,Other,-9.21,-10.05,Normal,none
DTWD2,Other,-5.145,-6.122,Normal,none
DTX1,Other,-10.327,-8.8575,Normal,none
DTX2,NEG,-7.343,-7.151,Normal,none
DTX3,Other,-9.895,-9.2635,Normal,none
DTX3L,Other,-7.628,-8.6095,Normal,none
DTX4,Other,-4.981,-3.4,Normal,none
DTYMK,CEG,2.074,2.695,Normal,none
DUOX1,Other,-8.187,-2.958,Normal,none
DUOX2,Other,-9.136,-10.17,Normal,none
DUOXA1,Other,-7.345,-7.019,Normal,none
DUOXA2,Other,-10.289,-9.5255,Normal,none
DUPD1,Other,0.652,2.0635,Normal,none
DUS1L,Other,-6.819,-5.881,Normal,none
DUS2,Other,2.174,0.486,Normal,none
DUS3L,Other,-8.604,-11.059,Normal,none
DUS4L,Other,-11.557,-7.1995,Normal,none
DUSP1,Other,-11.024,-7.907,Normal,none
DUSP10,Other,-10.811,-10.056,Normal,none
DUSP11,Other,-4.87,-8.881,Normal,none
DUSP12,Other,-3.376,8.1575,Enriched,both
DUSP13,Other,-1.164,-1.752,Normal,none
DUSP14,Other,1.849,0.0315,Normal,none
DUSP15,Other,-8.456,-7.3975,Normal,none
DUSP16,Other,-0.5,2.517,Normal,none
DUSP18,Other,-1.824,-2.4895,Normal,none
DUSP19,Other,-7.675,-8.935,Normal,none
DUSP2,Other,-6.097,-7.0445,Normal,none
DUSP21,NEG,-9.176,-10.7795,Normal,none
DUSP22,Other,-7.384,-10.3955,Normal,none
DUSP23,Other,-6.93,-6.99,Normal,none
DUSP26,Other,-7.534,-7.6605,Normal,none
DUSP27,Other,-7.422,-9.527,Normal,none
DUSP28,Other,-6.816,-6.3065,Normal,none
DUSP3,Other,-11.709,-10.2715,Normal,none
DUSP4,Other,-1.451,-7.532,Normal,none
DUSP5,Other,-7.417,-7.198,Normal,none
DUSP6,Other,-10.322,-10.6245,Normal,none
DUSP7,Other,-1.902,-1.7105,Normal,none
DUSP8,Other,-9.941,-9.373,Normal,none
DUSP9,Other,0.358,-0.4805,Normal,none
DUT,Other,27.36,11.888,Depleted,bagel
DUX4,NEG,-9.15,-6.087,Normal,none
DUXA,NEG,-8.561,-7.276,Normal,none
DVL1,Other,-7.174,-2.1765,Normal,none
DVL2,Other,-3.754,-8.5865,Normal,none
DVL3,Other,-2.805,4.9585,Enriched,both
DXO,Other,-8.625,-8.4825,Normal,none
DYDC1,Other,-5.206,-2.7195,Normal,none
DYDC2,Other,-9.271,-7.3165,Normal,none
DYM,Other,-7.24,-2.8965,Normal,none
DYNAP,NEG,-11.441,-9.4305,Normal,none
DYNC1H1,Other,9.148,12.5315,Normal,LFC
DYNC1I1,Other,-10.96,-11.48,Normal,none
DYNC1I2,CEG,26.324,13.886,Depleted,bagel
DYNC1LI1,Other,2.646,3.0185,Normal,none
DYNC1LI2,Other,2.095,-0.00850000000000001,Normal,none
DYNC2H1,Other,-7.707,-10.904,Normal,none
DYNC2LI1,Other,-8.647,-10.9515,Normal,none
DYNLL1,Other,-6.167,-2.679,Normal,none
DYNLL2,Other,1.842,-1.9315,Normal,none
DYNLRB1,Other,18.284,9.4105,Depleted,bagel
DYNLRB2,Other,-10.209,-9.638,Normal,none
DYNLT1,Other,-7.686,-8.116,Normal,none
DYNLT3,Other,-9.35,-8.161,Normal,none
DYRK1A,Other,-10,-10.297,Normal,none
DYRK1B,Other,-11.585,-10.063,Normal,none
DYRK2,Other,-2.802,0.2835,Normal,none
DYRK3,Other,-6.287,-6.993,Normal,none
DYRK4,Other,-10.859,-6.4055,Normal,none
DYSF,Other,-7.823,-8.228,Normal,none
DYTN,Other,-5.604,-7.95,Normal,none
DYX1C1,Other,-6.764,-7.667,Normal,none
DZANK1,Other,3.472,9.1735,Normal,LFC
DZIP1,Other,4.933,1.3865,Normal,none
DZIP1L,Other,-8.236,-9.7435,Normal,none
DZIP3,Other,-3.283,-4.563,Normal,none
E2F1,Other,8.45,3.88,Normal,none
E2F2,Other,-6.068,-1.963,Normal,none
E2F3,Other,-1.372,-0.243,Normal,none
E2F4,Other,-4.331,-3.255,Normal,none
E2F5,Other,-10.126,-8.3365,Normal,none
E2F6,Other,-4.93,-7.46,Normal,none
E2F7,Other,-5.657,-5.5205,Normal,none
E2F8,Other,-8.674,-9.481,Normal,none
E4F1,Other,15.107,11.485,Normal,none
EAF1,Other,-3.371,1.205,Normal,none
EAF2,Other,-8.297,-8.401,Normal,none
EAPP,Other,16.954,8.345,Depleted,bagel
EARS2,Other,13.941,12.8095,Normal,none
EBAG9,Other,-7.193,-9.6945,Normal,none
EBF1,Other,-8.393,-1.948,Normal,none
EBF2,Other,2.086,0.9535,Normal,none
EBF3,Other,-10.753,-8.732,Normal,none
EBF4,Other,-6.755,-6.841,Normal,none
EBI3,Other,-9.954,-7.357,Normal,none
EBLN1,Other,-7.949,-6.3255,Normal,none
EBLN2,Other,-6.313,-10.0705,Normal,none
EBNA1BP2,Other,13.127,12.98,Normal,LFC
EBP,Other,-6.174,-9.698,Normal,none
EBPL,Other,-6.924,-8.073,Normal,none
ECD,CEG,-0.405,3.466,Normal,none
ECE1,Other,-5.735,-7.4005,Normal,none
ECE2,Other,-6.01,-7.0855,Normal,none
ECEL1,Other,-10.361,-11.092,Normal,none
ECH1,Other,-9.267,-10.6455,Normal,none
ECHDC1,Other,1.05,-1.6945,Normal,none
ECHDC2,Other,-9.664,-9.2645,Normal,none
ECHDC3,Other,-7.608,-8.6085,Normal,none
ECHS1,Other,-1.764,-6.4825,Normal,none
ECI1,Other,-9.828,-8.7545,Normal,none
ECI2,Other,-9.886,-8.353,Normal,none
ECM1,Other,-9.915,-9.221,Normal,none
ECM2,Other,-9.327,-9.258,Normal,none
ECSCR,Other,-10.325,-8.1705,Normal,none
ECSIT,Other,6.631,1.912,Normal,none
ECT2,Other,9.786,4.992,Normal,none
ECT2L,Other,-5.894,-4.395,Normal,none
EDA,Other,-9.913,-8.6755,Normal,none
EDA2R,Other,-9.733,-6.496,Normal,none
EDAR,Other,-10.764,-11.4055,Normal,none
EDARADD,Other,-3.83,-8.8315,Normal,none
EDC3,Other,-5.288,-8.448,Normal,none
EDC4,Other,2.261,2.3085,Normal,none
EDDM3A,Other,-8.304,-9.1325,Normal,none
EDDM3B,Other,-8.305,-9.9805,Normal,none
EDEM1,Other,-1.734,-0.7895,Normal,none
EDEM2,Other,-1.333,-1.2815,Normal,none
EDEM3,Other,-1.142,-2.496,Normal,none
EDF1,Other,-0.06,-4.71,Normal,none
EDIL3,Other,1.249,-3.147,Normal,none
EDN1,Other,-4.29,0.0485,Normal,none
EDN2,Other,-8.758,-7.4895,Normal,none
EDN3,Other,-6.723,-7.757,Normal,none
EDNRA,Other,-6.585,-7.0505,Normal,none
EDNRB,Other,-8.025,-9.184,Normal,none
EDRF1,Other,-7.264,-5.0335,Normal,none
EEA1,Other,-7.667,-9.2515,Normal,none
EED,Other,-3.244,-1.774,Normal,none
EEF1A1,Other,0.168,3.088,Normal,none
EEF1A2,Other,-9.257,-9.048,Normal,none
EEF1AKMT2,Other,-2.85,-4.695,Normal,none
EEF1AKMT3,Other,2.153,0.6355,Normal,none
EEF1B2,Other,-6.265,-2.0885,Normal,none
EEF1D,Other,3.313,2.7805,Normal,none
EEF1E1,Other,-4.999,-7.084,Normal,none
EEF1G,Other,18.87,16.227,Normal,LFC
EEF2,CEG,3.157,9.9935,Normal,LFC
EEF2K,Other,-4.848,3.6455,Enriched,both
EEF2KMT,Other,1.825,-1.325,Normal,none
EEFSEC,Other,7.408,11.599,Normal,LFC
EEPD1,Other,-6.483,-3.019,Normal,none
EFCAB1,Other,-6.803,-3.681,Normal,none
EFCAB11,Other,-6.759,-7.724,Normal,none
EFCAB12,Other,-8.637,-10.4715,Normal,none
EFCAB13,Other,-2.249,-3.9395,Normal,none
EFCAB14,Other,-7.064,-10.1585,Normal,none
EFCAB2,Other,-8.589,-3.78,Normal,none
EFCAB3,NEG,-8.662,-8.414,Normal,none
EFCAB5,Other,1.787,-0.569,Normal,none
EFCAB6,Other,-8.168,-6.7095,Normal,none
EFCAB7,Other,-7.323,-9.475,Normal,none
EFCAB8,Other,-7.674,-9.049,Normal,none
EFCAB9,Other,-4.943,-8.196,Normal,none
EFCC1,Other,-2.833,-1.258,Normal,none
EFEMP1,Other,-10.255,-6.844,Normal,none
EFEMP2,Other,-7.613,-9.519,Normal,none
EFHB,Other,-4.426,-7.673,Normal,none
EFHC1,Other,-10.619,-11.286,Normal,none
EFHC2,Other,-13.136,-9.2295,Normal,none
EFHD1,Other,-6.95,-8.0735,Normal,none
EFHD2,Other,-1.541,-0.3565,Normal,none
EFNA1,Other,-6.301,-6.341,Normal,none
EFNA2,Other,-6.067,-7.968,Normal,none
EFNA3,Other,-9.081,-9.277,Normal,none
EFNA5,Other,-5.427,-9.247,Normal,none
EFNB1,Other,-7.629,-4.6145,Normal,none
EFNB2,Other,-7.72,-6.889,Normal,none
EFNB3,Other,3.776,0.9215,Normal,none
EFR3A,Other,-8.528,-7.204,Normal,none
EFR3B,Other,5.079,0.694,Normal,none
EFS,Other,1.73,-1.6345,Normal,none
EFTUD2,CEG,23.483,12.945,Depleted,bagel
EGF,Other,-9.816,-11.023,Normal,none
EGFL6,Other,-7.493,-7.186,Normal,none
EGFL7,Other,-8.011,-6.869,Normal,none
EGFL8,Other,-11.361,-8.78,Normal,none
EGFLAM,Other,-8.648,-8.281,Normal,none
EGFR,Other,-7.683,-3.8385,Normal,none
EGLN1,Other,-6.438,-6.523,Normal,none
EGLN2,Other,-7.915,-4.196,Normal,none
EGLN3,Other,-8.669,-10.166,Normal,none
EGR1,Other,-5.985,-8.487,Normal,none
EGR2,Other,-6.696,-8.269,Normal,none
EGR3,Other,-3.404,-1.49,Normal,none
EGR4,NEG,-7.641,-5.743,Normal,none
EHBP1,Other,-6.055,-3.577,Normal,none
EHBP1L1,Other,-8.486,-8.0725,Normal,none
EHD1,Other,-5.467,-9.9665,Normal,none
EHD2,Other,-8.086,-10.9095,Normal,none
EHD3,Other,-4.348,-5.1975,Normal,none
EHD4,Other,-9.845,-8.871,Normal,none
EHF,Other,-8.652,-10.936,Normal,none
EHHADH,Other,-9.881,-7.8385,Normal,none
EHMT1,Other,-1.046,-2.777,Normal,none
EHMT2,Other,-3.243,-0.356,Normal,none
EI24,Other,-4.084,-6.0265,Normal,none
EID1,Other,-7.931,-11.218,Normal,none
EID2,Other,-8.219,-3.149,Normal,none
EID2B,Other,-9.804,-8.898,Normal,none
EID3,Other,-9.542,-8.5175,Normal,none
EIF1,Other,4.807,5.69,Normal,none
EIF1AD,Other,16.533,13.576,Normal,none
EIF1AX,Other,15.413,13.7475,Normal,none
EIF1AY,Other,-9.561,-9.467,Normal,none
EIF1B,Other,-4.412,0.614,Normal,none
EIF2A,Other,-9.219,-9.603,Normal,none
EIF2AK1,Other,-12.359,-9.7315,Normal,none
EIF2AK2,Other,1.849,1.138,Normal,none
EIF2AK3,Other,-8.976,-9.6585,Normal,none
EIF2AK4,Other,-6.794,-4.6105,Normal,none
EIF2B1,CEG,15.217,12.784,Normal,none
EIF2B2,Other,17.206,14.8075,Normal,none
EIF2B3,CEG,22.437,12.3075,Depleted,bagel
EIF2B4,Other,22.065,15.978,Normal,none
EIF2B5,CEG,23.343,15.823,Normal,none
EIF2D,Other,-12.61,-9.315,Normal,none
EIF2S1,CEG,24.402,13.581,Depleted,bagel
EIF2S2,CEG,5.196,7.939,Normal,none
EIF2S3,CEG,10.681,6.226,Normal,none
EIF3A,CEG,14.842,8.2125,Normal,none
EIF3B,CEG,19.832,15.237,Normal,none
EIF3C,CEG,9.478,11.4655,Normal,LFC
EIF3D,CEG,10.784,11.0645,Normal,none
EIF3E,Other,0.305,-1.631,Normal,none
EIF3F,Other,5.816,6.176,Normal,none
EIF3G,CEG,19.291,12.8175,Normal,none
EIF3H,Other,15.278,14.0175,Normal,none
EIF3I,CEG,23.542,9.8545,Depleted,bagel
EIF3J,Other,15.822,11.486,Normal,none
EIF3K,Other,12.765,-2.069,Depleted,both
EIF3L,Other,15.923,-2.5365,Depleted,both
EIF3M,Other,23.866,16.06,Normal,none
EIF4A1,Other,3.86,3.77,Normal,none
EIF4A2,Other,19.179,9.0515,Depleted,bagel
EIF4A3,CEG,12.227,13.047,Normal,LFC
EIF4B,Other,2.87,-5.0955,Normal,none
EIF4E,Other,14.508,10.3785,Normal,none
EIF4E1B,Other,-9.811,-10.365,Normal,none
EIF4E2,Other,-6.205,-4.1805,Normal,none
EIF4E3,Other,-4.392,-5.146,Normal,none
EIF4EBP1,Other,-11.75,-10.2525,Normal,none
EIF4EBP2,Other,-4.352,-9.1665,Normal,none
EIF4EBP3,Other,-8.112,-9.9065,Normal,none
EIF4ENIF1,Other,-3.98,-3.98,Normal,none
EIF4G1,Other,14.299,9.9525,Normal,none
EIF4G2,Other,17.076,12.6575,Normal,none
EIF4G3,Other,-9.182,-10.1205,Normal,none
EIF4H,Other,-5.064,-10.7395,Normal,none
EIF5,Other,-9.86,-2.91,Normal,none
EIF5A,CEG,17.275,13.7235,Normal,none
EIF5A2,Other,-7.944,-8.9605,Normal,none
EIF5AL1,Other,3.739,3.277,Normal,none
EIF5B,CEG,23.699,16.7375,Normal,none
EIF6,CEG,6.361,10.3035,Normal,LFC
ELAC1,Other,-3.966,0.149,Normal,none
ELAC2,CEG,24.612,11.9905,Depleted,bagel
ELANE,Other,-7.538,-9.6135,Normal,none
ELAVL1,Other,-3.632,-0.9705,Normal,none
ELAVL2,Other,-8.842,-6.7005,Normal,none
ELAVL3,Other,-9.663,-9.892,Normal,none
ELAVL4,Other,-7.683,-7.9095,Normal,none
ELF1,Other,-9.39,-8.9025,Normal,none
ELF2,Other,-7.293,-8.9805,Normal,none
ELF3,Other,-5.294,-3.71,Normal,none
ELF4,Other,-4.078,2.896,Normal,LFC
